launch_angle,initial_velocity,mass,drag_coefficient,gravity,horizontal_range
37.472407130841745,17.405317153544786,0.5972407990982214,0.5708920959462287,9.785997939141797,24.92076008050535
72.04285838459498,31.676037895134325,0.5692597182367997,0.6576769780339606,9.902716164649993,37.68316561924126
58.919636508684306,44.91783343505633,1.8218837029899697,0.27532752915474934,9.88008046489508,168.31740438283063
50.919509051822196,39.28899545638245,0.5741377797140615,0.5374118697248993,9.576949952346887,99.73784664647712
24.36111842654619,42.26244591445799,0.6167044796443989,0.5002221882006241,9.574624734870737,92.13526714576062
24.35967122017216,36.35133466842869,1.542856698594131,0.6829812637517898,9.634087183872456,86.4880635175704
18.485016730091967,37.6910625807141,0.9545057006560259,0.7342609423368824,9.680537363170519,62.66613366385829
66.97056874649611,43.96782606261277,1.5757500582148443,0.10850974003417077,9.704227790704241,139.098068097254
51.06690070459253,19.98672035436744,0.22419569937233197,0.5718139433411549,9.839848608416673,19.457525391530723
57.48435466776273,29.57699854572562,1.02638526797943,0.13628505938381033,9.528340216082917,79.96082367776752
16.23506965774815,18.84837767278409,0.163865840348237,0.4842010655541492,9.517336352113034,8.878763688200376
73.19459112971967,49.50672031986588,0.2190410865651736,0.30134291033057475,9.695955281471955,44.624394892804766
64.94655844802531,47.76237358746453,1.822231161354381,0.3147436196654989,9.84858184606899,163.05644636982373
27.74034664069657,11.577072454740236,0.36456620512343085,0.34707095241664965,9.596717671478242,10.238892339884817
25.909498032426036,38.22300690062754,1.1115992963229124,0.5349047143347271,9.820752240628126,95.43089391332202
26.00427059120603,47.009932696626635,0.8810816449413423,0.3338349759681385,9.62991406897015,148.64475011651356
33.254534577572265,17.22301380509334,0.759952319891801,0.6128893354131963,9.943043054406758,23.560245716933935
46.48538589793427,32.717809222105174,1.8096833568058177,0.3831691699017088,9.947844972133309,100.01775145308912
40.916701118526944,46.619531903521676,0.14146445387343004,0.14784724021697104,9.648643602140663,114.33147248116046
32.47374841188251,11.357839143431953,1.3612004037336194,0.6486318897388751,9.61499687698162,11.496547207275464
51.71117368334277,37.8968106898736,1.9304494250057458,0.3000308272148942,9.705651986033116,135.4531505800794
23.36963163912251,21.89396029490203,1.1643195485774998,0.4029368157194839,9.620265792590075,33.53654905275243
32.528678912113094,46.975847815061215,1.8799626778628744,0.5798107182553311,9.836191921645852,173.95101303742402
36.9817105976215,48.842329806614714,0.19928997064344517,0.33271931000409843,9.913032342274143,69.38562630931543
42.364199053022155,47.770659564537354,0.8957073062409066,0.13960995930270095,9.83654606545561,213.81351746309335
62.110557683580815,28.96856866629855,0.5942998028278972,0.3617447329089696,9.912175223624676,57.660433390780774
26.980426929501583,44.481706039572536,1.4885598334633867,0.7611140078860125,9.698496081103738,127.44804844254175
45.8540663048167,43.78197594140281,1.9644644719447686,0.5492140781089908,9.57815848535443,175.55398501673065
50.54487413172255,22.764018929730227,0.5874071186440708,0.5700354040670449,9.868975473698796,40.144708434520915
17.787024763199863,43.1566189660271,1.3429317428007415,0.542597507546348,9.680237252570777,92.41325156869829
51.4526911140863,11.480305388619705,0.4763855022435062,0.23929449727160576,9.835635412614566,12.308290274213551
